     time_period  economy_id theta_n theta
   1           2          15  -5.4660669892279996     
   1           2          16  -5.8485752696919402     
   1           2          17  -7.1772097597424898     
   1           2          18  0.80812545446172801     
   1           2          19   29.325252195661001     
   1           2          20   11.048203641174100     
   1           2          21  0.27292859325727098     
   1           2          22  -9.0828562697091400E-002
   1           2          23   34.156588214723399     
   1           2          24   35.936447662758901     
   1           2          25   38.214235464118403     
   1           2          26   42.218412293438398     
   1           2          27   48.265078319142397     
   1           2          28   53.929941626755600     
   1           2          29   5.7518575851740801     
   1           2          30   17.595412287336600     
   1           2          31   17.758846457969000     
   1           2          32   23.889801371114700     
   1           2          33   20.465767444151599     
   1           2          34   10.976122352995400     
   1           2          35   11.982487220448601     
   1           2          36   17.944658234189600     
   1           2          37   23.188274304149999     
   1           2          38   30.407071922122100     
   1           2          39   37.475560885230898     
   1           2          40   19.497307070174401     
   1           2          41  -19.857195703784164     
   1           2          42  -54.870414649598303     
   1           2          43   1258.4535757442600     
   1           2          44   531.01482053029804     
   1           2          45  -45.502673251342500     
   1           2          46  -9.1992373502642106     
   1           2          47  -523.99021213294998     
   1           2          48   1132.8529804634200     
   1           2          49   70.768726796308400     
   1           2          50   41.832441142017103     
   1           2          51   8.1839670002925597     
   1           2          52   42.210587146771402     
   1           2          53   29.779247293112899     
   1           2          54   7.6750996320096396     
   1           2          55   48.567855046416902     
   1           2          56   34.796484994636202     
   1           2          57  0.34808884489793901     
   1           2          58   35.078251914264897     
   1           2          59   22.683345614612900     
   1           2          60   3.8781795886850299     
   1           2          61   251.46588342846499     
   1           2          62   239.91518013588001     
   2           1           1   3.2311936355726401     
   2           1           2  -1.9410288358457299     
   2           1           3 -0.25092258937008999     
   2           1           4  0.57393136957227697     
   2           1           5  -6.5725600780824497E-002
   2           1           6 -0.34618960830200501     
   2           1           7  0.53384029910923403     
   2           1           8  -9.4976306359107504E-002
   2           1           9   2.7189974907001901     
   2           1          10   5.9865150189209198     
   2           1          11  0.91614696379892102     
   2           1          12   8.0063979907425704     
   2           1          13 -0.64859364405808295     
   2           1          14  -5.3034395002992403     
   2           1          15  -5.8011493248717896     
   2           1          16  -6.1936895140724504     
   2           1          17  -7.3569424685028899     
   2           1          18   1.1961865766507500     
   2           1          19   33.338675164479199     
   2           1          20   13.161079785858700     
   2           1          21  0.30094729134430198     
   2           1          22  -9.5668805332254095E-002
   2           1          23   34.359587178711514     
   2           1          24   27.163720754057188     
   2           1          25   39.092225345257624     
   2           1          26   43.050162674495816     
   2           1          27   48.825638782372003     
   2           1          28   54.647489726197783     
   2           1          29   5.7700027905552425     
   2           1          30   23.715993968598962     
   2           1          31   19.025252795949850     
   2           1          32   41.466104671742720     
   2           1          33   17.943752988067875     
   2           1          34   11.204053528351553     
   2           1          35   12.110054518002693     
   2           1          36   15.435313049285149     
   2           1          37   21.825013277267050     
   2           1          38   29.595341434951983     
   2           1          39   34.185945667191028     
   2           1          40   16.345523452193067     
   2           1          41  -39.544496569318760     
   2           1          42  -37.068547973155432     
   2           1          43   1960.3770810754393     
   2           1          44   958.64494796291376     
   2           1          45  -49.900216082331831     
   2           1          46  -16.553375295045385     
   2           1          47  -865.73589174885399     
   2           1          48   901.53500354859705     
   2           1          49   69.588788701468360     
   2           1          50   61.368840753423086     
   2           1          51   10.783670644177489     
   2           1          52   40.964058357012703     
   2           1          53   57.458189698462405     
   2           1          54   11.007304961890588     
   2           1          55   86.033160385378466     
   2           1          56   46.676019972044166     
   2           1          57  0.81026573601023621     
   2           1          58   77.810200924827811     
   2           1          59   39.786179610192178     
   2           1          60   6.1573894856144911     
   2           1          61   706.42794178511519     
   2           1          62   312.31740591740430     
   2           2           1   3.0003164962858402     
   2           2           2  -2.0796096517727500     
   2           2           3 -0.16735013542524699     
   2           2           4  0.37931790569703899     
   2           2           5  -6.2087082329925602E-002
   2           2           6 -0.18360227539776000     
   2           2           7  0.48502437454933400     
   2           2           8  -8.0454059419033497E-002
   2           2           9   2.2851163592803601     
   2           2          10   9.5340627685625492     
   2           2          11  0.88655213219350903     
   2           2          12   8.0158105019158299     
   2           2          13 -0.68167361023075401     
   2           2          14  -4.6207320742366296     
   2           2          15  -5.7559568965149701     
   2           2          16  -6.1443915347093103     
   2           2          17  -6.8326104344305296     
   2           2          18  0.98561538864384202     
   2           2          19   32.771918296446501     
   2           2          20   13.482813303747699     
   2           2          21  0.30578850796457202     
   2           2          22  -4.5539591865776601E-002
   2           2          23   34.141161717246810     
   2           2          24   27.078339668071273     
   2           2          25   39.067192949691197     
   2           2          26   43.026135988886608     
   2           2          27   48.737890646119013     
   2           2          28   54.586303383576912     
   2           2          29   5.6136047343198756     
   2           2          30   26.610858288200745     
   2           2          31   21.928822831504380     
   2           2          32   45.235910277816785     
   2           2          33   21.162688601269075     
   2           2          34   11.826309479320466     
   2           2          35   14.218998039641681     
   2           2          36   17.282192950970106     
   2           2          37   20.452472455331744     
   2           2          38   27.173186697854771     
   2           2          39   36.473749748514415     
   2           2          40   18.191969921481185     
   2           2          41  -110.08074837204897     
   2           2          42  -51.737908866400304     
   2           2          43   751.00671203873742     
   2           2          44   919.13403622352166     
   2           2          45  -2.5195019940919003     
   2           2          46   14.299432434700353     
   2           2          47  -1036.9217405698275     
   2           2          48   1388.5356949128100     
   2           2          49   99.982648856448805     
   2           2          50   65.631397831819456     
   2           2          51   10.934173770800310     
   2           2          52   99.460277032036203     
   2           2          53   95.875238990978872     
   2           2          54   10.769055490946588     
   2           2          55   81.727345165341148     
   2           2          56   48.686404138235631     
   2           2          57   1.5100574905156348     
   2           2          58   88.308799397470352     
   2           2          59   52.813848213192408     
   2           2          60   6.0691540482401347     
   2           2          61   892.67467704972296     
   2           2          62   421.43363319089923     
