                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity                 -Infinity
  -8.7393604501973291E-006  -8.9083595299960203E-006  -8.5576557909351254E-006  -8.8415670180522812E-006  -8.4823605284637381E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -9.1464598645426115E-006  -9.3806469018985379E-006  -8.6518932943842681E-006  -8.9010398849105649E-006  -1.0170113798914496E-005  -8.9605718468879446E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.3742698744408792E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006  -8.7393604501973291E-006
  -4.3549297083972702E-004  -3.6579354326645824E-004  -5.5553273296894527E-004  -4.2706221979423058E-004  -3.0596760156359194E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3737886714296560E-004  -6.1303442202470179E-004  -4.3224944158159193E-004  -4.2702378035665918E-004  -4.7437628996979507E-004  -3.5217777827051895E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -6.2200961234283776E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004  -4.3549297083972702E-004
  -4.8766966340073941       -3.5216282905154666       -8.8923009751171893       -4.3848754004029766       -4.2432243075898732       -4.8766966340073941       -4.8766966340073941       -4.6774781842824682       -12.535877497489205       -4.7829520388552451       -4.9983494573161531       -7.2494622892651925       -1.8049869695803344       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -12.404726767424830       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941       -4.8766966340073941     
 -0.99852456358949437      -0.99854511018093217      -0.99858463481720805      -0.99859553485223274      -0.99852437302561725      -0.99852456358949437      -0.99852456358949437      -0.99857905793348278      -0.99855119022345484      -0.99852390185681317      -0.99973418922493851      -0.99925667497017256      -0.99866136305941910      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99763755033583379      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437      -0.99852456358949437     
  0.99992261840580510       0.99991713058761911        1.0000189118166056        1.0001557647263073       0.99988484882765805       0.99992261840580510       0.99992261840580510       0.99994853965621189       0.99994022093478407       0.99997059756227180        1.0012143176123425        1.0006599116520922        1.0000278131780231       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99921145721606575       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510       0.99992261840580510     
  0.12527218408525484       0.12525312073072417       0.12179299902728039       0.12533206513065004       0.12408192329848339       0.12527218408525484       0.12527218408525484        4.0535522960285668E-002  0.12529566756613436       0.12526876305113319       0.12647003470675081        5.1952859886767955E-002  0.10870614713073061       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.15191215951763995       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484       0.12527218408525484     
   3.4038013888614133E-002   3.4339148948843018E-002   3.2605971445909897E-002   3.3188245299398483E-002   3.4029980717567805E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4033907631930836E-002   2.2410905169511417E-002   3.4038560692579378E-002   3.5243830016154297E-002   1.4121868247257438E-002   2.9240020666541303E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   4.8959664097979971E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002   3.4038013888614133E-002
  -6.3511628059045617E-004  -6.1620344844373002E-004  -7.2052956453462274E-004  -8.4868501644370833E-004  -6.3597728282092285E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3670922060374551E-004  -6.4216351189293284E-004  -1.3590528200655631E-003   5.6966035637914054E-004  -4.0085935200542204E-004  -4.8657431510795371E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -1.1695740849141146E-003  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004  -6.3511628059045617E-004
   2.6755122093195188E-006  -1.0106985355142255E-005   3.1356880094573143E-005   6.5024291114377644E-006   2.1328597715309730E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.1800323234775485E-005   9.3092148183742419E-006   6.6537358076570709E-006   9.6708852605586304E-006   4.0234707669923144E-005  -2.8055023972253617E-005   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006  -1.8479649221461229E-005   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006   2.6755122093195188E-006
   6.8739122237972442E-004   9.0625726115745313E-004   6.7626182834814609E-004   6.8713386975353485E-004   6.8811887899533750E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8710376426353852E-004   6.8635190774647096E-004   6.8626409429605741E-004   6.8476820511018555E-004   6.7822856318109010E-004   6.6899473830469799E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.7127997975175650E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004   6.8739122237972442E-004
   9.0617777685289742E-004   8.9926162356190962E-004   1.0689294089203884E-003   9.0426729200914770E-004   9.0633219047157106E-004   9.0617777685289742E-004   9.0617777685289742E-004   8.9885150259050469E-004   9.0460688350466111E-004   9.0532836371161112E-004   9.0439672760597777E-004   8.8729474602812074E-004   9.0528926234343049E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   8.4708276779707037E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004   9.0617777685289742E-004
   8.1589455734424896E-005   8.8115364079843848E-005   9.9843755294339021E-005   8.2100091552156850E-005   8.3114974514817994E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.8422264156400680E-005   8.6251462753847405E-005   8.1413798701399060E-005   8.2458433654325627E-005   8.4139953789792333E-005   8.3083083769302005E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   6.5982279304465169E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005   8.1589455734424896E-005
