  economy_id theta_n theta
           1           1   3.5698217230302927     
           1           2  -2.1273624865156386     
           1           3 -0.27022297813734197     
           1           4  0.52892762058405174     
           1           5  -7.4177969280387016E-002
           1           6 -0.38551103591938640     
           1           7  0.53569330430862960     
           1           8 -0.12938908085716791     
           1           9   2.0171603071462885     
           1          10   7.9840602169824635     
           1          11  0.73659585030420993     
           1          12   6.4757404455956671     
           1          13 -0.70772595368719793     
           1          14  -2.5099030734646304     
           1          15  -5.1299488996493636     
           1          16  -4.3835551426059389     
           1          17  -6.4173291629018276     
           1          18  0.74023524323444601     
           1          19   26.861652571537441     
           1          20   10.120049633971178     
           1          21  0.25000000000000000     
           1          22 -0.10000000000000001     
           1          23   34.804170549687463     
           1          24   18.192584256875080     
           1          25   39.481808510625108     
           1          26   43.474928213437614     
           1          27   47.458972649999900     
           1          28   55.222468506562514     
           1          29   5.8907611993750146     
           1          30   20.723550587187543     
           1          31   19.504307184375033     
           1          32   29.284258477499936     
           1          33   25.920458289374956     
           1          34   10.669950552218772     
           1          35   10.223255743187528     
           1          36   13.636631098187522     
           1          37   18.261568957937470     
           1          38   24.847501192718763     
           1          39   28.107164367343792     
           1          40   14.168388442406226     
           1          41  -75.885260586281362     
           1          42  -71.019243923437301     
           1          43   1153.3246729610951     
           1          44   552.00254430831126     
           1          45  -36.284043936781252     
           1          46  -7.3491842028125065     
           1          47  -498.37751490912524     
           1          48   1456.4359602564944     
           1          49   53.358724787468681     
           1          50   48.358857215093849     
           1          51   9.2241094400000190     
           1          52   34.636377504624974     
           1          53   35.754082363593753     
           1          54   8.9965654605937360     
           1          55   64.874267616031375     
           1          56   41.638291255031199     
           1          57  0.49404664928125080     
           1          58   45.757352764906166     
           1          59   27.786912949656202     
           1          60   5.3196289282499931     
           1          61   281.78979489618843     
           1          62   292.25173745787566     
           2           1   3.5698217230302927     
           2           2  -2.1273624865156386     
           2           3 -0.27022297813734197     
           2           4  0.52892762058405174     
           2           5  -7.4177969280387016E-002
           2           6 -0.38551103591938640     
           2           7  0.53569330430862960     
           2           8 -0.12938908085716791     
           2           9   2.0171603071462885     
           2          10   7.9840602169824635     
           2          11  0.73659585030420993     
           2          12   6.4757404455956671     
           2          13 -0.70772595368719793     
           2          14  -2.5099030734646304     
           2          15  -5.1299488996493636     
           2          16  -4.3835551426059389     
           2          17  -6.4173291629018276     
           2          18  0.74023524323444601     
           2          19   26.861652571537441     
           2          20   10.120049633971178     
           2          21  0.25000000000000000     
           2          22 -0.10000000000000001     
           2          23   34.804170549687463     
           2          24   18.192584256875080     
           2          25   39.481808510625108     
           2          26   43.474928213437614     
           2          27   47.458972649999900     
           2          28   55.222468506562514     
           2          29   5.8907611993750146     
           2          30   20.723550587187543     
           2          31   19.504307184375033     
           2          32   29.284258477499936     
           2          33   25.920458289374956     
           2          34   10.669950552218772     
           2          35   10.223255743187528     
           2          36   13.636631098187522     
           2          37   18.261568957937470     
           2          38   24.847501192718763     
           2          39   28.107164367343792     
           2          40   14.168388442406226     
           2          41  -75.885260586281362     
           2          42  -71.019243923437301     
           2          43   1153.3246729610951     
           2          44   552.00254430831126     
           2          45  -36.284043936781252     
           2          46  -7.3491842028125065     
           2          47  -498.37751490912524     
           2          48   1456.4359602564944     
           2          49   53.358724787468681     
           2          50   48.358857215093849     
           2          51   9.2241094400000190     
           2          52   34.636377504624974     
           2          53   35.754082363593753     
           2          54   8.9965654605937360     
           2          55   64.874267616031375     
           2          56   41.638291255031199     
           2          57  0.49404664928125080     
           2          58   45.757352764906166     
           2          59   27.786912949656202     
           2          60   5.3196289282499931     
           2          61   281.78979489618843     
           2          62   292.25173745787566     
