  economy_id theta_n theta
           1           1   3.3903970511254999     
           1           2  -1.8437847593108301     
           1           3 -0.12267703505849099     
           1           4   1.1037375924537700     
           1           5  -4.8212304711470401E-002
           1           6 -0.14004832607280801     
           1           7  0.49075018813384202     
           1           8  -2.5808029885336599E-002
           1           9   2.8571207461761001     
           1          10   7.5260732450332801     
           1          11   1.3218569573100400     
           1          12   8.5542065208479201     
           1          13 -0.69143872275332996     
           1          14  -5.3132910920395702     
           1          15  -6.9603296009189304     
           1          16  -6.3016510259584804     
           1          17  -7.5913073160990896     
           1          18   1.9093323470250601     
           1          19   37.954238961522300     
           1          20   18.060388249183500     
           1          21  0.25000000000000000     
           1          22 -0.10000000000000001     
           1          23   34.425166047698774     
           1          24   18.287341412592077     
           1          25   39.770146569924606     
           1          26   43.778373891063495     
           1          27   47.587708391766562     
           1          28   55.256822758581762     
           1          29   5.8203983949765785     
           1          30   58.857264494247261     
           1          31   34.239478481623912     
           1          32   68.330683451967857     
           1          33   19.512635369628963     
           1          34   15.465934932713104     
           1          35   15.560453849026738     
           1          36   22.024609213326599     
           1          37   27.869546909752380     
           1          38   36.866821188383945     
           1          39   42.742265578249743     
           1          40   19.100417730392785     
           1          41  -43.997075899249637     
           1          42  -34.323630630540670     
           1          43   917.95233058330973     
           1          44   1198.3828822087557     
           1          45  -57.971814583977697     
           1          46  -15.721946689020456     
           1          47  -619.49424206189985     
           1          48   945.99770420390053     
           1          49   139.75972142981502     
           1          50   60.786386311764097     
           1          51   8.7506270395804968     
           1          52   80.804915833092366     
           1          53   44.659181734304461     
           1          54   10.142873460561901     
           1          55   131.57888077566801     
           1          56   43.108101313130554     
           1          57   1.3477641952940556     
           1          58   89.863331599374490     
           1          59   35.838861169752477     
           1          60   5.9063629895181462     
           1          61   1151.8668362925157     
           1          62   384.83669224690942     
           2           1   3.0715621147033199     
           2           2  -1.4390232713991200     
           2           3 -0.19310261798336401     
           2           4  0.36135639932285901     
           2           5  -5.1693679027441403E-002
           2           6 -0.23014376610680901     
           2           7  0.59213606213094105     
           2           8  -5.7387869019769500E-002
           2           9   2.8688053629089998     
           2          10   10.785792759877699     
           2          11   1.0449892889419301     
           2          12   8.3503765920458495     
           2          13 -0.60705932518500705     
           2          14  -5.0361374150701499     
           2          15  -6.1612713945407203     
           2          16  -6.5226003653820204     
           2          17  -7.2714160769743401     
           2          18   1.9383937095971300     
           2          19   34.688985099996302     
           2          20   16.558078767828501     
           2          21  0.25000000000000000     
           2          22 -0.10000000000000001     
           2          23   34.232030807963206     
           2          24   22.908924773480528     
           2          25   39.872074562165395     
           2          26   43.737622198754707     
           2          27   47.632168090687088     
           2          28   55.252839438229138     
           2          29   5.9146436081807874     
           2          30   48.783742388688374     
           2          31   36.889986366768021     
           2          32   75.769827412446602     
           2          33   16.934074296989195     
           2          34   14.119932556523141     
           2          35   15.846986862451068     
           2          36   21.715431454612272     
           2          37   29.476663288519589     
           2          38   38.475628959636126     
           2          39   45.878190525924211     
           2          40   17.430771551575571     
           2          41  -89.763905487866310     
           2          42  -36.292084068912118     
           2          43   286.09463764200524     
           2          44   1104.1479250084753     
           2          45  -1.7041335796124157     
           2          46 -0.41689514006912132     
           2          47  -926.37679180594535     
           2          48   620.25415731137457     
           2          49   129.90169558054222     
           2          50   79.106820796084094     
           2          51   10.130505948347938     
           2          52   103.03258796376585     
           2          53   79.673936838759275     
           2          54   9.7580341412822307     
           2          55   102.73265304759430     
           2          56   52.966880042359151     
           2          57   1.7434647495757756     
           2          58   105.34639353760971     
           2          59   35.652443625325390     
           2          60   6.2838817311076598     
           2          61   1097.3060404430410     
           2          62   443.58575749762093     
